"rgn_id","value_1"
5201,50.32556271
5104,69.32231124
1101,6.249250414
1404,5.053976648
2101,26.10051848
2102,38.00297363
2104,29.87937449
2301,6.353543082
3101,13.3909655
3102,23.43047651
3201,39.3572637
3303,20.8441403
3304,49.25398236
4101,42.48598645
4102,5.647678513
4104,26.98311999
4202,3.110307653
4203,11.30332339
4301,58.66597
5101,46.40044829
5102,57.21599689
5103,18.86418546
5105,8.106517748
5107,26.33880028
5109,1.097154068
5401,20.55558744
5403,5.417062995
5405,10.20259627
5601,9.655641537
5602,8.471303861
5603,0.496237515
5604,10.10867681
5605,5.748919901
5606,29.37767323
6201,6.551833904
6203,5.37603275
6205,5.338937369
6206,1.896675265
7102,12.69504324
7103,32.72476702
7202,42.53825612
7203,57.00111988
7303,19.26165076
7309,31.99284744
8102,3.765327017
8106,13.21102483
8107,11.8366352
8108,6.898250945
8110,7.637447689
8111,7.773118756
8112,63.35968872
8201,24.37052625
8202,13.84214386
8203,9.091707736
8206,0.069824812
8207,19.09226715
9102,13.26992786
9116,6.379537622
9117,2.88366939
9118,18.29067677
10101,21.06513335
10102,1.358527954
10103,54.55840459
10104,56.01264285
10106,53.89996567
10108,43.35362314
10109,41.42879334
10201,49.54014678
10202,48.9920154
10203,27.66199424
10204,54.42547574
10205,41.86306722
10206,54.0732391
10207,38.98653116
10208,36.43403289
10209,47.63797388
10210,54.02600189
10303,56.40320283
10305,57.05562954
10306,54.24423659
10401,47.35769821
10403,43.71262548
11201,37.9810801
11202,31.82801318
11203,0.123355422
11303,43.54906253
12101,27.27819145
12103,25.00027084
12104,5.66966e-05
12201,31.65854822
12301,0.020523584
12302,9.660125668
12303,31.37653124
12401,36.51112065
12402,38.86194594
14101,59.0140668
14102,35.85757518
14106,23.24324322
14201,57.46965392
15101,18.42565204
15102,6.193786218
16202,0.257970687
16203,38.93996906
16207,34.6310258
12102,0
