"rgn_id","value_3"
1101,9.808318698
1404,16.29155462
2101,1.84467742
2102,0.777572025
2104,1.307482738
2301,1.824463696
3101,6.035380951
3102,5.11825236
3201,3.412960898
3303,34.68982927
3304,12.27863473
4101,27.72451151
4102,3.453932668
4104,75.01598207
4202,1.925659531
4203,6.356257742
4301,3.30738054
5101,12.0246807
5102,17.24365466
5103,21.14132034
5104,69.29733803
5105,2.747009793
5107,12.19956298
5109,1.221036747
5201,103.6172734
5401,7.09217745
5403,12.75055839
5405,2.727182778
5601,3.995308601
5602,8.092342076
5603,0.586873818
5604,4.850549467
5605,4.596107371
5606,16.04202334
6201,2.718943071
6203,25.69144375
6205,19.76455639
6206,1.836272074
7102,2.667052644
7103,11.7137146
7202,6.294725129
7203,1.886315148
7303,1.235047245
7309,3.135596538
8102,0.651811517
8106,0.761527114
8107,1.693224234
8108,0
8110,1.708992624
8111,4.145173164
8112,4.269438031
8201,62.49704642
8202,25.90921243
8203,14.29954494
8206,12.54467606
8207,61.1928429
9102,30.10805012
9116,60.42835075
9117,50.72520982
9118,5.959331912
10101,50.25083644
10102,34.38221374
10103,51.38942566
10104,4.404448295
10106,9.879481392
10108,32.2994269
10109,8.613375502
10201,49.99202456
10202,0
10203,33.25432056
10204,16.86352953
10205,18.63692193
10206,47.70597845
10207,45.27755053
10208,43.77899618
10209,36.14706442
10210,46.93024363
10303,37.07288695
10305,43.3040751
10306,33.4649531
10401,46.12587916
10403,51.50050212
11201,28.94272811
11202,10.04201063
11203,0.929993093
11303,37.91580059
12101,22.78918339
12102,0
12103,31.41907441
12104,0
12201,32.52272835
12301,0.112945576
12302,9.623312748
12303,27.84592183
12401,26.73860098
12402,38.77915363
14101,52.64223518
14102,58.68537175
14106,30.86172959
14201,44.43760852
15101,4.391179233
15102,0.635656568
16202,2.777592669
16203,3.447508961
16207,0.347134937
